TRAIL_NO,TRAIL_NAME,TRAIL_TYPE,TRAIL_CN,BMP,EMP,SEGMENT_LENGTH,ADMIN_ORG,MANAGING_ORG,SECURITY_ID,ATTRIBUTESUBSET,NATIONAL_TRAIL_DESIGNATION,TRAIL_CLASS,TERRA_BASE_SYMBOLOGY,ACCESSIBILITY_STATUS,TRAIL_SURFACE,SURFACE_FIRMNESS,TYPICAL_TRAIL_GRADE,TYPICAL_TREAD_WIDTH,MINIMUM_TRAIL_WIDTH,TYPICAL_TREAD_CROSS_SLOPE,SPECIAL_MGMT_AREA,MVUM_SYMBOL,ALLOWED_TERRA_USE,ALLOWED_SNOW_USE,HIKER_PEDESTRIAN_MANAGED,HIKER_PEDESTRIAN_ACCPT_DISC,HIKER_PEDESTRIAN_RESTRICTED,PACK_SADDLE_MANAGED,PACK_SADDLE_ACCPT_DISC,PACK_SADDLE_RESTRICTED,BICYCLE_MANAGED,BICYCLE_ACCPT_DISC,BICYCLE_RESTRICTED,MOTORCYCLE_MANAGED,MOTORCYCLE_ACCPT_DISC,MOTORCYCLE_RESTRICTED,ATV_MANAGED,ATV_ACCPT_DISC,ATV_RESTRICTED,FOURWD_MANAGED,FOURWD_ACCPT_DISC,FOURWD_RESTRICTED,SNOWMOBILE_MANAGED,SNOWMOBILE_ACCPT_DISC,SNOWMOBILE_RESTRICTED,SNOWSHOE_MANAGED,SNOWSHOE_ACCPT_DISC,SNOWSHOE_RESTRICTED,XCOUNTRY_SKI_MANAGED,XCOUNTRY_SKI_ACCPT_DISC,XCOUNTRY_SKI_RESTRICTED,MOTOR_WATERCRAFT_MANAGED,MOTOR_WATERCRAFT_ACCPT_DISC,MOTOR_WATERCRAFT_RESTRICTED,NONMOTOR_WATERCRAFT_MANAGED,NONMOTOR_WATERCRAFT_ACCPT_DISC,NONMOTOR_WATERCRAFT_RESTRICTED,GIS_MILES,TERRA_MOTORIZED,SNOW_MOTORIZED,WATER_MOTORIZED,OBJECTID,SHAPE_Length
17EV497,,TERRA,956998010602,0,0.888,0.888,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.902,N/A,N/A,N/A,49,1831.88799583795
20E14A,POWELL LAKE SPUR,TERRA,90552010602,0,0.127,0.127,051653,051653,0516,TrailNFS_Centerline,0,N,TC3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.128,N/A,N/A,N/A,50,260.126534688991
16EV233,TWAIN HARTE OHV-M/C,TERRA,6231010348,0,0.09,0.09,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.093,N/A,N/A,N/A,51,183.567928138961
15EV46,COLUMBIA SE OHV-M/C,TERRA,784867010602,0,0.267,0.267,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.268,N/A,N/A,N/A,52,546.250786998638
20E65,DOUBLE DOME,TERRA,5913010348,0,4.5,4.5,051653,051653,0516,TrailNFS_Centerline,0,N,TC3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,53,
15EV26,SUMMIT LEVEL,TERRA,5961010348,0,0.322,0.322,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.324,N/A,N/A,N/A,54,661.182097202605
20E61,SILVER MINE CREEK,TERRA,5910010348,0,1.3,1.3,051653,051653,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,55,
20E78_OBSOLETE,WOODS GULCH / ARNOT CREEK,TERRA,5917010348,0,0.1,0.1,051653,051653,0516,TrailNFS_Centerline,0,N,TC4-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,56,
20E90,WILLOW CREEK / BLOOMER LAKE,TERRA,5919010348,0,3,3,051653,051653,0516,TrailNFS_Centerline,0,N,TC3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,57,
16EV247,CRANDALL PK OHV-M/C,TERRA,6244010348,0,1.127,1.127,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.097,N/A,N/A,N/A,58,2304.52519325377
20E62,BENNET JUNIPER,TERRA,5911010348,0,1,1,051653,051653,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,59,
20E63_OBSOLETE,RELIEF RESERVOIR,TERRA,5912010348,0,0.1,0.1,051653,051653,0516,TrailNFS_Centerline,0,N,TC4-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,60,
17DC495,,TERRA,956996010602,0,0.03,0.03,051652,051652,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.031,N/A,N/A,N/A,61,61.5145143728289
16EV236,TWAIN HARTE OHV-M/C,TERRA,6234010348,0,0.956,0.956,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.968,N/A,N/A,N/A,62,1956.72888158804
16EV268,CRANDALL PK OHV-M/C,TERRA,784994010602,0,0.376,0.376,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.38,N/A,N/A,N/A,63,769.50961847215
16EV248,TWAIN HARTE OHV-M/C,TERRA,784935010602,0,0.928,0.928,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.947,N/A,N/A,N/A,64,1899.22558445305
16EV141,CRANDALL PK OHV-M/C,TERRA,784906010602,0,0.866,0.866,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.868,N/A,N/A,N/A,65,1773.19184905665
16EV251,TWAIN HARTE OHV M/C,TERRA,784976010602,0,0.32,0.32,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.333,N/A,N/A,N/A,66,653.232049391754
16EV124,CRANDALL PK 0HV-M/C,TERRA,784896010602,0,0.152,0.152,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.162,N/A,N/A,N/A,67,336.969245036655
16EV106,TWAIN HARTE OHV-M/C,TERRA,784883010602,0,1.496,1.496,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.507,N/A,N/A,N/A,68,3061.67723720166
16EV133,CRANDALL PK OHV-ATV,TERRA,784899010602,0,0.434,0.434,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.425,N/A,N/A,N/A,69,887.54623256704
16EV256,CRANDALL PK OHV-ATV,TERRA,784983010602,0,0.243,0.243,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.249,N/A,N/A,N/A,70,496.02987036296
16EV160,CRANDALL PK OHV-M/C,TERRA,784914010602,0,1.31,1.31,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.308,N/A,N/A,N/A,71,2681.56197179677
510,ROCK SHELTER,TERRA,11671010437,0,0.368,0.368,030102,030102,0301,TrailNFS_Basic,1,3,TC3,NOT ACCESSIBLE,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.383,N/A,N/A,N/A,72,719.859389754629
511,SINKHOLE,TERRA,11666010437,0,0.6771,0.6771,030102,030102,0301,TrailNFS_Basic,1,4,TC4-5,NOT ACCESSIBLE,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.722,N/A,N/A,N/A,73,1382.08655596389
512,AL FULTON,TERRA,11672010437,0,0.09,0.09,030102,030102,0301,TrailNFS_Basic,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.1,N/A,N/A,N/A,74,194.313681188918
612,ROCKY  BLUFF,TERRA,11667010437,0,0.578,0.578,030102,030102,0301,TrailNFS_Basic,1,4,TC4-5,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.585,N/A,N/A,N/A,75,1129.17365023535
509,POLIMANA,TERRA,11670010437,0,0.178,0.178,030102,030102,0301,TrailNFS_Basic,1,4,TC4-5,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.174,N/A,N/A,N/A,76,346.576570869674
521,BACK ALLEY,TERRA,11687010437,0,2.24,2.24,030102,030102,0301,TrailNFS_Basic,1,4,TC4-5,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,2.34,N/A,N/A,N/A,77,4470.29373603464
414,CARR CONNECTOR,TERRA,11657010437,0,0.3,0.3,030102,030102,0301,TrailNFS_Basic,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.29,N/A,N/A,N/A,78,565.397985654325
507,RIM CAMPGROUND,TERRA,11661010437,0,0.2,0.2,030102,030102,0301,TrailNFS_Basic,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.222,N/A,N/A,N/A,79,416.257695519303
533,PASTURE,TERRA,11705010437,0,1.3,1.3,030102,030102,0301,TrailNFS_Basic,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,1.309,N/A,N/A,N/A,80,2561.55301764989
SNO-521,BACK ALLEY,SNOW,11688010437,0,2.289,2.289,030102,030102,0301,TrailNFS_Basic,1,4,,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,2.34,N/A,N/A,N/A,81,4470.29373603464
179,MILITARY SINKHOLE,TERRA,11663010437,0,0.4,0.4,030102,030102,0301,TrailNFS_Basic,1,3,TC3,NOT ACCESSIBLE,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.449,N/A,N/A,N/A,82,862.659095919801
535,WILLOW SPRINGS BIKE LOOP,TERRA,11710010437,0,7.9,7.9,030102,030102,0301,TrailNFS_Basic,1,4,TC4-5,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,7.743,N/A,N/A,N/A,83,15077.0058174104
500,HANGMAN,TERRA,11668010437,0,1.312,1.312,030102,030102,0301,TrailNFS_Basic,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,1.3,N/A,N/A,N/A,84,2559.30067113362
SNO-518,MELLOW,SNOW,11682010437,0,0.4366,0.4366,030102,030102,0301,TrailNFS_Basic,1,4,,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.422,N/A,N/A,N/A,85,851.017972920284
622,RIM LAKES VISTA,TERRA,11659010437,2,2.63,0.63,030102,030102,0301,TrailNFS_Basic,1,2,TC1-2,NOT ACCESSIBLE,NAT - NATIVE MATERIAL,P - PAVED,12-20%,TW03 - 18-24 INCHES,36 INCHES,2%,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.612,N/A,N/A,N/A,86,1228.98723989248
508,COTTONWOOD,TERRA,11665010437,0,7.02,7.02,030102,030102,0301,TrailNFS_Basic,1,3,TC3,NOT ACCESSIBLE,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,7.185,N/A,N/A,N/A,87,13833.8081717929
501,FISHERMAN,TERRA,11709010437,0,0.382,0.382,030102,030102,0301,TrailNFS_Basic,1,3,TC3,,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.379,N/A,N/A,N/A,88,744.95995004807
95A,EAST FORK,TERRA,11562010437,0,7.65,7.65,030106,030106,0301,TrailNFS_Basic,1,2,TC1-2,NOT ACCESSIBLE,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,7.566,N/A,N/A,N/A,89,14573.7739443157
505,MEADOW,TERRA,11629010437,0,1.4,1.4,030102,030102,0301,TrailNFS_Basic,1,5,TC4-5,ACCESSIBLE,AC- ASPHALT,P - PAVED,12-20%,TW05 - 36-48 INCHES,36 INCHES,3%,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,1.437,N/A,N/A,N/A,90,2757.11045199688
107A,BILLY CREEK CONNECTOR,TERRA,12599010437,0,0.03,0.03,030107,030107,0301,TrailNFS_Basic,1,2,TC1-2,NOT ACCESSIBLE,NAT - NATIVE MATERIAL,F - FIRM,0-5%,TW04 - 24-36 INCHES,28 INCHES,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.03,N/A,N/A,N/A,91,60.3065239898713
640B,JUNIPER RIDGE SHORTCUT,TERRA,12606010437,0,1.1,1.1,030107,030107,0301,TrailNFS_Basic,1,3,TC3,,NAT - NATIVE MATERIAL,,5-8%,,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,1.114,N/A,N/A,N/A,92,2152.85405297039
2043,DEER CREEK-DRY CREEK,TERRA,5033.003401,8.2672,8.6,0.3328,041902,041902,0419,TrailNFS_Basic,1,2,TC1-2,,NAT - NATIVE MATERIAL,,12-20%,TW05 - 36-48 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,0.343,N/A,N/A,N/A,93,705.67216969472
3207,CUBERANT LAKE,TERRA,5005.003441,0,1.3,1.3,041903,041903,0419,TrailNFS_Basic,1,3,TC3,NOT ACCESSIBLE,NAT - NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,1.302,N/A,N/A,N/A,94,2758.9444395231
17EV303,HULL CREEK OHV,TERRA,27718010602,0,0.827,0.827,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.82,N/A,N/A,N/A,95,1690.10014046581
17EV293,HULL CREEK OHV,TERRA,26991010602,0,0.787,0.787,051651,051651,0516,TrailNFS_Centerline,0,N,TC1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.804,N/A,N/A,N/A,96,1611.86717541288
